#{"t_start": 1693147490.012485, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-47,183,8326.099601
-18,41,8326.284911
-34,46,8326.495737
-19,82,8326.863507
-91,101,8327.342227
-22,26,8327.46033
-458.0,427,8329.400463
-55,100,8329.854252
-65,71,8330.161506
-71,380,8331.749632
-150.0,330,8333.168875
-32,41,8333.352544
-84,93,8333.771775
-22,59,8334.027381
-38,58,8334.279605
-18,67,8334.566919
-86,91,8334.9764
-137,147,8335.653426
-20,67,8335.959497
-208,283,8337.242459
-31,70,8337.551257
-34,76,8337.889435
-46.0,126,8338.441211
-103.0,155,8339.131586
-18,40,8339.306381
-23,76,8339.636028
-18,22,8339.733841
-93,173,8340.512874
-19,69,8340.812352
-27,105,8341.268182
-109,366,8342.874757
-30,49,8343.091743
-27,90,8343.482241
-18,46,8343.682249
-20,38,8343.849126
-22,32,8343.990562
-47,110,8344.474493
-19,64,8344.762327
-279.0,307,8346.150059
-19,123,8346.682947
-22,124,8347.219117
-130,276,8348.441909
-33,102,8348.887537
-24,41,8370.758196
-24,41,8370.926308
-56,113,8371.38797
-19,22,8371.479156
-126,218,8372.390251
-43,46,8372.585447
-22,43,8372.768822
-47.0,72,8373.078311
-18,45,8373.269
-22,122,8373.784578
-17.0,38,8373.947135
-35,53,8374.17403
-498,554,8376.643775
-29,110,8377.128783
-32,301,8378.418412
-54,128,8378.976858
-27.0,97,8379.403178
-31,74,8379.723186
-23,205,8380.606092
-21,52,8380.832563
-49,79,8381.184474
-22,114,8381.683634
-30.0,46,8381.884401
-21,45,8382.082118
-27,44,8382.275486
-145,173,8383.064256
-57,145,8383.700547
-20,68,8384.005849
-20,27,8384.127458
-19,309,8385.465613
-45,180,8386.247855
-136,192,8387.099848
-67,73,8387.425917
-18,121,8387.944172
-68,199,8388.832028
-310.0,330,8390.308976
-16,192,8391.136141
-27,56,8391.383098
-17,18,8391.464338
-133,245,8392.567202
-62,74,8392.901111
-24,36,8393.060674
-31,50,8393.28366
-24,36,8393.443673
-73,74,8393.778298
-50,53,8394.017402
-32,87,8394.401413
-128.0,173,8395.174548
-42,297,8396.468407
-25,41,8396.652072
-339,392,8398.447423
-48,96,8398.877014
-44,95,8399.293798
-34,183,8400.094745
-49,72,8400.417059
-29,48,8400.631392
-19,45,8400.828049
-21,31,8400.964365
-28,52,8401.191829
-80,84,8401.578095
-164.0,203,8402.471906
-22,70,8402.784318
-112.0,125,8403.344771
-29,104,8403.797144
-106,121,8404.342932
-86,160,8405.050425
-25,68,8405.347479
-19,101,8405.785682
-43,144,8406.424865
-36,225,8407.400617
-93,100,8407.850038
-1533.0,1257,8413.702203
-42,75,8414.045429
-87,128,8414.620492
-66.0,72,8414.940758
-25,240,8437.632702
-18,117,8438.104034
-145,391,8439.739552
-542.0,760,8443.087547
-25,42,8443.272617
-43,88,8443.662986
-20,53,8443.899126
-27,142,8444.519393
-20,35,8444.67481
-41,54,8444.91411
-21,46,8445.116975
-62,201,8446.008283
-37,48,8446.222679
-38.0,49,8446.443341
-1298.0,289,8447.778718
-1273.0,124,8448.315119
-1680.0,1132,8453.595186
-60,140,8454.227507
-2926.0,1427,8460.816868
-38,147,8461.469533
-30,55,8461.713269
-21,48,8461.926927
-39,169,8462.659559
-159.0,245,8463.774568
-155.0,198,8464.663566
-107,110,8465.170666
-49,95,8465.590214
-92,189,8466.426319
-20,35,8466.58084
-57,88,8466.974641
-65.0,139,8467.587919
-25,159,8468.284822
-54,112,8468.777218
-20,92,8469.175855
-28,61,8469.442313
-46,238,8470.478916
-19,20,8470.56831
-428.0,136,8471.169713
-18,59,8471.432483
-140,175,8472.222855
-154.0,65,8472.52047
-29,32,8472.674605
-59,170,8473.421448
-44,140,8474.031607
-17,171,8474.774002
-18,36,8474.934038
-21,50,8475.152207
-103,249,8476.253889
-61,155,8476.935285
-3027.0,1536,8505.738408
-17,53,8505.96704
-81,154,8506.644334
-21,119,8507.156958
-27,138,8507.749928
-406,436,8509.738403
-26,112,8510.241221
-21,174,8510.995187
-20,109,8511.466922
-18,46,8511.667206
-24,30,8511.800302
-423,438,8513.849677
-81.0,146,8514.49198
-20,86,8514.867476
-44,56,8515.120671
-49,58,8515.380581
-106,308,8516.728125
-93,100,8517.189399
-19,41,8517.369193
-37,189,8518.187908
-25,48,8518.399453
-23,61,8518.665722
-57,156,8519.346201
-62,144,8519.978641
-152,153,8520.679204
-16,73,8520.994759
-16,65,8521.284448
-2157.0,959,8525.759505
-23,44,8525.967385
-2979.0,909,8530.251473
-173,219,8531.263627
-90,92,8531.685362
-100,186,8532.517273
-118,174,8533.31027
-23,59,8533.569337
-20,43,8533.763685
-21,75,8534.092957
-232,446,8536.090599
-201,240,8537.169265
-32,69,8537.473286
-47,49,8537.69745
-22,76,8538.031207
-51,188,8538.851164
-276,294,8540.199134
-25,68,8540.498355
-49,215,8541.452612
-47.0,89,8541.850668
-544,627,8544.706601
-101.0,109,8545.197098
-22,24,8545.306368
-42,166,8546.033608
-33,193,8546.871136
-18,114,8547.371563
-278,89,8547.769978
-134,216,8570.413886
-372,406,8572.13896
-25,88,8572.510843
-62,85,8572.881997
-58,143,8573.509022
-42,72,8573.823971
-92,226,8574.827677
-17,21,8574.920412
-59,86,8575.297904
-36,37,8575.462183
-45,55,8575.71544
-44,111,8576.201628
-99,154,8576.879203
-30,109,8577.350782
-21,54,8577.585431
-44,68,8577.886707
-77,163,8578.60037
-28,45,8578.8009
-17,24,8578.907269
-389,178,8579.706173
-17,116,8580.207561
-29,40,8580.384411
-41,75,8580.714238
-81,88,8581.108799
-55,103,8581.560954
-198,230,8582.60241
-796.0,642,8585.508931
-128,178,8586.325867
-20,36,8586.48595
-17,33,8586.632603
-81.0,151,8587.308182
-35,191,8588.159315
-869.0,262,8589.363454
-26,38,8589.532166
-43,51,8589.761582
-447,718,8593.026898
-25,44,8593.22555
-17,151,8593.882953
-103,242,8594.948338
-50,279,8596.165833
-238.0,278,8597.429582
-202,374,8599.086438
-150,171,8599.882415
-186.0,166,8600.632825
-61,103,8601.091801
-33,73,8601.427077
-34,56,8601.675803
-43,61,8601.949492
-1283.0,924,8606.249639
-22,77,8606.593426
-130,306,8607.940877
-29,57,8608.191844
-26,154,8608.858477
-28,220,8609.812063
-59,193,8610.67359
-65,139,8611.284842
-60,135,8611.878508
-40,109,8612.356485
-21,23,8612.459294
-256,314,8613.886391
-73,128,8614.452014
-18,59,8614.712099
-76,87,8636.778245
-35.0,161,8637.430624
-89,135,8637.993927
-53.0,84,8638.338556
-21,45,8638.526614
-54,98,8638.946891
-40,62,8639.214393
-20,76,8639.533758
-42,82,8639.882432
-172,319,8641.274691
-30,39,8641.445335
-136,149,8642.108467
-408,461,8644.224084
-130.0,136,8644.837428
-273.0,192,8645.714184
-82,86,8646.117053
-461.0,109,8646.61264
-658.0,263,8647.8018
-41,82,8648.162896
-58,128,8648.72689
-79,84,8649.105104
-52,61,8649.381755
-81.0,264,8650.558284
-39,129,8651.129234
-42,94,8651.548143
-32,181,8652.337357
-210,224,8653.357406
-29,84,8653.726495
-26,56,8653.972626
-17,61,8654.243974
-22,124,8654.796118
-83,122,8655.339488
-74,90,8655.745824
-83,179,8656.534214
-31,36,8656.697054
-151,200,8657.595916
-21,56,8657.84291
-19,32,8657.984797
-34,37,8658.155881
-42,59,8658.425917
-22,23,8658.529813
-187,243,8659.645187
-40,116,8660.158652
-97,172,8660.924597
-28,201,8661.802732
-58,97,8662.235521
-31,81,8662.589494
-18,46,8662.792503
-89,415,8664.607537
-33,40,8664.786781
-103,141,8665.423237
-21,60,8665.68916
-83,145,8666.344499
-62.0,94,8666.77009
-30,174,8667.527511
-24,131,8668.105537
-22,106,8668.563065
-26,130,8669.126078
-1369,1456,8675.992371
-22,37,8676.162166
-39,40,8676.346464
-21,62,8676.629278
-25,49,8676.852512
-80,109,8677.359559
-26,35,8677.518558
-116,180,8678.329427
-23,39,8678.502495
-87,102,8678.972068
-21,63,8679.250719
-20,128,8679.808072
-194,380,8703.206751
-221,360,8704.724771
-47,121,8705.228892
-31,118,8705.731902
-53,136,8706.321934
-21,127,8706.855414
-24,59,8707.108444
-52,186,8707.916575
-45,89,8708.306067
-19,124,8708.839967
-25,70,8709.145064
-30,66,8709.433992
-36,66,8709.725478
-1341.0,471,8711.892114
-82.0,95,8712.312327
-22,57,8712.563508
-65,89,8712.971032
-39,87,8713.361014
-81,286,8714.608937
-18,65,8714.89125
-24,72,8715.20559
-34,101,8715.644797
-54,103,8716.099418
-27,131,8716.681152
-17,20,8716.770398
-46,128,8717.331814
-51,109,8717.809119
-49,122,8718.34914
-431,454,8720.445513
-61,112,8720.953688
-20,127,8721.509418
-21,77,8721.845698
-57,97,8722.280086
-22,77,8722.616288
-27,123,8723.153257
-23,26,8723.269925
-130,164,8724.01122
-19,114,8724.507194
-25,64,8724.786633
-18,260,8725.919122
-18,242,8726.955936
-50,82,8727.319239
-187,229,8728.352165
-1335.0,246,8729.433684
-28,92,8729.850069
-64,143,8730.490104
-19,119,8731.004081
-29,53,8731.237092
-18,120,8731.754929
-34,70,8732.062214
-22,79,8732.404465
-124.0,269,8733.584875
-96,103,8734.059061
-426.0,410,8735.943834
-27,69,8736.248176
-35,61,8736.518099
-86,146,8737.169495
-47,103,8737.625959
-32,38,8737.800409
-30,123,8738.340034
-17,80,8738.699199
-72,260,8739.832907
-29,38,8740.002124
-23,41,8740.187453
-21,32,8740.328743
-32,46,8740.532385
-77,247,8741.608643
-37,97,8742.032281
-22,120,8742.55118
-20,45,8742.747636
-31,77,8743.095342
-23,30,8743.229188
-865.0,202,8744.150421
-36,55,8744.396625
-45,75,8744.729847
-34,47,8744.940916
-45.0,53,8745.178195
-20,175,8745.957243
-35,49,8746.175941
-288,200,8747.093624
-23,131,8769.346014
-55,338,8770.722236
-21,59,8770.963463
-1283.0,213,8771.866249
-23,47,8772.065732
-24,58,8772.312839
-23,48,8772.515854
-97,236,8773.536392
-23,96,8773.945399
-105,159,8774.642023
-183.0,269,8775.829399
-265,278,8777.098145
-19,28,8777.222579
-28,49,8777.438279
-24,111,8777.934014
-18,69,8778.235102
-112,219,8779.20553
-23,91,8779.598699
-103,210,8780.521756
-23,100,8780.955408
-23.0,54,8781.190662
-94,128,8781.764299
-25,58,8782.020597
-18,46,8782.235084
-29,59,8782.495784
-78,89,8782.907477
-19,84,8783.274661
-34,94,8783.685899
-24,46,8783.890606
-29,257,8785.001503
-23,49,8785.216603
-427,171,8785.957285
-179,365,8787.580704
-37,182,8788.376552
-48,75,8788.708809
-565.0,546,8791.223414
-189,264,8792.412697
-448,545,8794.873867
-54,139,8795.499932
-23,141,8796.115134
-19,36,8796.274073
-20,89,8796.660952
-34,222,8797.620153
-19,47,8797.825575
-46,92,8798.231208
-20.0,52,8798.457417
-26,91,8798.852743
-30,36,8799.012731
-24,155,8799.682615
-26,140,8800.299757
-20,92,8800.69825
-639.0,191,8801.569892
-17,35,8801.724836
-25,103,8802.178654
-23,24,8802.287891
-18,85,8802.65591
-206,252,8803.784431
-28,321,8805.173062
-154,399,8806.897987
-19,48,8807.108319
-429.0,203,8808.010572
-53,123,8808.559003
-169,179,8809.388901
-59,82,8809.757673
-58,153,8810.436539
-23,50,8810.65657
-53,66,8810.953897
-24,32,8811.096181
-28,157,8811.77764
-23,62,8812.046917
-231,276,8834.969482
-20,22,8835.062945
-451.0,236,8836.071814
-19,32,8836.203446
-100,125,8836.727937
-21,36,8836.879553
-32,64,8837.153348
-62,78,8837.491663
-39.0,195,8838.307699
-77.0,348,8839.794916
-37,88,8840.17678
-171,185,8841.001015
-19,139,8841.595992
-27,29,8841.724647
-67,78,8842.071719
-50,54,8842.315062
-33,88,8842.696468
-42,162,8843.396044
-1422.0,486,8845.612697
-19,66,8845.902471
-27,79,8846.248622
-18,33,8846.396651
-21,59,8846.655707
-27,111,8847.140415
-75.0,125,8847.696191
-22,96,8848.122362
-43,44,8848.321496
-59,88,8848.711773
-21,65,8848.995249
-17,91,8849.390585
-214,515,8851.662379
-16,203,8852.551574
-21,64,8852.830258
-34,36,8852.993264
-21,148,8853.633904
-18,53,8853.864445
-26,54,8854.101233
-53,146,8854.736869
-230,377,8856.411327
-48,60,8856.683326
-256.0,248,8857.821624
-20,47,8858.030025
-36,103,8858.485116
-20,21,8858.581502
-19,395,8860.281533
-19,88,8860.664087
-59,73,8860.992076
-24,38,8861.169313
-41,97,8861.59194
-70,101,8862.044067
-25,129,8862.60519
-32,52,8862.836499
-25,66,8863.125111
-26,126,8863.673257
-146,352,8865.214441
-62,70,8865.538768
-61,95,8865.962567
-24,162,8866.665717
-65,119,8867.192756
-21,43,8867.381815
-67.0,93,8867.793961
-60,113,8868.294749
-916.0,889,8872.443291
-53,75,8872.785901
-17,94,8873.202634
-46,63,8873.487175
-19,201,8874.361802
-147,193,8875.237205
-34,45,8875.437869
-24,97,8875.857623
-431.0,161,8876.56131
-36,58,8876.818361
-83,185,8877.637952
-117,123,8878.195402
-99,105,8878.672228
-142,234,8901.35365
-36,66,8901.631402
-17,78,8901.947115
-23,77,8902.261627
-72,223,8903.189395
-42,140,8903.777593
-30,48,8903.982717
-20,33,8904.123589
-17,26,8904.234744
-54,79,8904.577844
-62.0,116,8905.081573
-612.0,456,8907.112945
-17,46,8907.312686
-19,34,8907.461411
-31,77,8907.800453
-43,61,8908.071262
-23,113,8908.559647
-108.0,145,8909.195935
-23,32,8909.348385
-17,113,8909.839682
-37,93,8910.245644
-22,47,8910.451423
-27,99,8910.882456
-65,188,8911.699392
-154,71,8912.018588
-98,197,8912.888439
-112,124,8913.445083
-25,143,8914.07753
-27,35,8914.232698
-28,159,8914.922287
-299.0,449,8916.918782
-39,43,8917.114826
-31,95,8917.532823
-19,23,8917.635883
-22,97,8918.05874
-69,123,8918.611925
-18,19,8918.697389
-61.0,318,8920.076761
-24,102,8920.519382
-20,97,8920.93889
-76,118,8921.463518
-46,154,8922.136914
-23,54,8922.375691
-101,293,8923.674907
-44,54,8923.918344
-1610.0,1631,8931.554634
-86,219,8932.542605
-226,237,8933.635036
-39,69,8933.942905
-644,278,8935.222775
-22,71,8935.537222
-1090,1099,8940.664752
-40,172,8941.439433
-37,46,8941.649841
-36,38,8941.822841
-37,198,8942.689891
-25,61,8942.958142
-19,43,8943.1473
-72,86,8943.534657
-81,89,8943.941412
-170,234,8945.010352
-463.0,479,8968.807436
-88,257,8969.879001
-24,69,8970.171025
-228,242,8971.241567
-112,182,8972.051121
-36,60,8972.314517
-63,93,8972.723813
-229,234,8973.784275
-32,126,8974.333578
-30,93,8974.744438
-22,97,8975.167612
-19,46,8975.370831
-21,112,8975.860969
-41,87,8976.255914
-20,93,8976.662666
-16,22,8976.760776
-27,41,8976.943257
-36,368,8978.533949
-105,146,8979.181093
-31,36,8979.341914
-47,60,8979.60961
-43,76,8979.946459
-175.0,179,8980.77501
-22,64,8981.057987
-337.0,284,8982.362163
-38,42,8982.55384
-84,128,8983.1457
-19,122,8983.682288
-22,109,8984.155258
-43,56,8984.406037
-207,215,8985.367441
-21,57,8985.616303
-17,78,8985.958813
-180,188,8986.809937
-218,238,8987.896973
-17,143,8988.515187
-34,84,8988.885013
-18,144,8989.514489
-42,95,8989.932694
-852,881,8994.062049
-50,87,8994.455172
-35,54,8994.69846
-44,119,8995.235573
-19,31,8995.373133
-42,108,8995.849612
-195,285,8997.138366
-100,167,8997.879403
-49,157,8998.576695
-33,74,8998.90346
-19,107,8999.369529
-39,60,8999.638514
-24,27,8999.759701
-33,49,8999.978939
-22,77,9000.318252
-70,114,9000.826601
-122,123,9001.385979
-97,107,9001.87154
-112,169,9002.632739
-190.0,287,9003.928533
-27,35,9004.085029
-102,176,9004.866756
-87,319,9006.253826
-67,88,9006.644037
-20,188,9007.461802
-68,74,9007.797077
-62,105,9008.270608
-25,205,9009.16302
-296,404,9010.986487
-22,99,9011.42045
-190,397,9034.783991
-47,174,9035.494212
-162,190,9036.317036
-44,117,9036.814563
-45,93,9037.21515
-26,77,9037.545644
-1308.0,1302,9043.573143
-93.0,150,9044.253044
-23,24,9044.36267
-28,46,9044.570375
-84,113,9045.087431
-18,76,9045.421309
-1326.0,231,9046.49903
-65,94,9046.917541
-39,64,9047.213026
-25,29,9047.345774
-16,70,9047.652868
-33,39,9047.831488
-70.0,141,9048.459163
-23,68,9048.757793
-21,74,9049.081521
-179,108,9049.567381
-24,125,9050.111056
-87,142,9050.74491
-24,55,9050.986336
-28,39,9051.159548
-35,52,9051.393583
-31,40,9051.582087
-19,25,9051.693662
-21,49,9051.909784
-95,96,9052.344678
-26,59,9052.61389
-22,42,9052.800603
-48.0,50,9053.029173
-24,29,9053.159722
-31,109,9053.638764
-32,42,9053.826082
-1129.0,804,9057.545826
-29,53,9057.78313
-24,67,9058.079117
-1280.0,196,9058.967543
-49,99,9059.405798
-81,180,9060.203763
-19,107,9060.68035
-26,31,9060.819248
-37,62,9061.093667
-182.0,117,9061.614401
-49,77,9061.957613
-26,69,9062.257304
-26,74,9062.582164
-24,52,9062.81263
-27,34,9062.964132
-24,61,9063.230716
-31,99,9063.661976
-22,38,9063.831502
-43,146,9064.472865
-19,43,9064.663241
-18,64,9064.953422
-81,169,9065.702743
-32,57,9065.958223
-501.0,523,9068.399733
-36,186,9069.224789
-303,686,9072.297614
-69,133,9072.891653
-20.0,80,9073.241395
-21,34,9073.391899
-37,147,9074.047904
-31,64,9074.329063
-36,44,9074.525854
-24,37,9074.690331
-20,103,9075.140434
-417,439,9077.179178
-141,183,9078.022088
-18,147,9100.338228
-188.0,67,9100.624095
-17,83,9100.961978
-62,75,9101.275467
-17,37,9101.427016
-144,264,9102.538657
-75,135,9103.121166
-51,90,9103.506246
-21,42,9103.686317
-24,107,9104.140191
-81.0,110,9104.629436
-19,75,9104.951979
-23,25,9105.06275
-491,671,9108.045283
-21,80,9108.392575
-225,469,9110.494494
-23,76,9110.827715
-89.0,179,9111.615121
-59,65,9111.907779
-23,81,9112.259262
-23,92,9112.660302
-94,164,9113.398591
-60,131,9113.980243
-28,83,9114.344772
-20,51,9114.569477
-686.0,197,9115.436268
-109,136,9116.047605
-149,216,9117.012612
-27,44,9117.208884
-69,97,9117.648062
-20,94,9118.070677
-31,71,9118.385108
-19,157,9119.067938
-40,86,9119.449414
-54,65,9119.742579
-87,101,9120.196756
-171,99,9120.644444
-34,72,9120.963128
-41,51,9121.193776
-19,72,9121.508574
-18,111,9121.989475
-20,24,9122.096062
-17,69,9122.406842
-20,71,9122.717483
-20,69,9123.018632
-20,53,9123.255122
-28,40,9123.432399
-75,177,9124.208829
-31,44,9124.406353
-67,168,9125.141659
-19,270,9126.314196
-59,78,9126.675139
-19.0,61,9126.941699
-22,30,9127.075876
-89,91,9127.489171
-31,165,9128.217052
-33,322,9129.621264
-44,68,9129.927356
-47,196,9130.788081
-19,35,9130.942586
-25,297,9132.245673
-22,25,9132.358546
-2715.0,1439,9139.137383
-51,198,9140.013961
-20,199,9140.89072
-100,194,9141.750815
-59.0,78,9142.098318
-27,90,9142.493299
-24,73,9142.814281
-43,138,9143.414841
-2612.0,305,9166.463683
-57,135,9167.020721
-42,93,9167.404346
-52,57,9167.643613
-44,100,9168.052557
-42,84,9168.402695
-43,67,9168.687437
-104,194,9169.515195
-29,83,9169.868626
-31,51,9170.089413
-61,179,9170.862959
-25,83,9171.218637
-43,165,9171.923271
-105.0,147,9172.566552
-22,88,9172.944299
-73,108,9173.420069
-17,45,9173.615265
-86,104,9174.075893
-31,165,9174.785875
-18,77,9175.129809
-24,94,9175.538726
-222.0,228,9176.536896
-27,38,9176.707956
-33,68,9177.005212
-46,48,9177.22199
-30,85,9177.592436
-43.0,50,9177.813484
-733.0,300,9179.146341
-261.0,171,9179.923331
-129,143,9180.569592
-41.0,121,9181.102042
-46,49,9181.322112
-39,124,9181.864527
-19,46,9182.068331
-637.0,67,9182.367183
-23,149,9183.019664
-18,74,9183.34087
-33,45,9183.542795
-27,40,9183.722011
-18,169,9184.46301
-894.0,533,9186.87971
-32,50,9187.103808
-318,311,9188.51446
-2176.0,860,9192.562202
-22,43,9192.758446
-61,81,9193.139894
-66,86,9193.534726
-33,90,9193.938473
-86,102,9194.409483
-33,155,9195.089832
-125,165,9195.835118
-50,190,9196.666083
-44,51,9196.895314
-86,249,9198.003289
-31,153,9198.667989
-23,54,9198.905111
-269.0,59,9199.177383
-31,78,9199.519479
-252.0,472,9201.602481
-20,31,9201.740966
-184,294,9203.068856
-87,139,9203.694217
-33,51,9203.920422
-17,24,9204.027075
-20,116,9204.533182
-17,30,9204.665897
-66,139,9205.279751
-174,196,9206.162143
-17,25,9206.272856
-41,257,9207.401616
-29,107,9207.865476
-27,62,9208.136476
-67,256,9209.249776
-23,114,9209.74104
-34,84,9210.10836
-29,81,9210.464801
-26,58,9232.383945
-108,121,9232.897738
-20,29,9233.017512
-33,116,9233.491048
-82,106,9233.934285
-36,104,9234.361486
-16,37,9234.51619
-291,330,9235.973617
-27,107,9236.427341
-20,64,9236.711143
-18,148,9237.342019
-120,181,9238.143522
-236,317,9239.558873
-20,36,9239.717591
-298.0,365,9241.38519
-224,234,9242.465743
-1366.0,515,9244.895061
-54,276,9246.134314
-145,154,9246.849464
-54,200,9247.730172
-25,62,9248.00327
-53,69,9248.315893
-30,48,9248.52949
-22,39,9248.702338
-45,72,9249.025481
-19,241,9250.070746
-65,89,9250.487195
-18,81,9250.839195
-40,43,9251.031757
-31.0,38,9251.201043
-38,79,9251.547289
-315,360,9253.174025
-36,52,9253.410072
-19,124,9253.948373
-2676.0,700,9257.226507
-24,62,9257.504991
-53,126,9258.064361
-358,78,9258.42072
-367,80,9258.787258
-5456.0,3027,9273.342661
-42,55,9273.59699
-60,158,9274.320324
-217.0,213,9275.285007
-31,35,9275.442459
-22,33,9275.589137
-44,52,9275.824022
-685.0,88,9276.227728
-53,118,9276.747919
-87,124,9277.312173
-19,52,9277.540911
-53,147,9278.19171
-36.0,60,9300.113993
-19,21,9300.202374
-93.0,233,9301.146791
-43,99,9301.552298
-44,73,9301.85437
-27,98,9302.263513
-17,59,9302.510739
-21,45,9302.70232
-72,76,9303.032719
-15,50,9303.243253
-271.0,289,9304.54228
-44,99,9304.970144
-824.0,704,9308.131896
-21,25,9308.244363
-40,50,9308.467768
-34,250,9309.568726
-58,339,9311.036409
-157,160,9311.762395
-130,200,9312.652677
-53,73,9312.980995
-33,77,9313.329492
-40,155,9314.004915
-37,53,9314.240534
-49,80,9314.593878
-1600.0,1086,9319.738081
-21,46,9319.951854
-23,31,9320.093726
-43,101,9320.543238
-72,126,9321.108506
-165,211,9322.070132
-53,187,9322.902792
-42,44,9323.106382
-88,107,9323.590841
-18,28,9323.714817
-47,62,9323.990874
-37,81,9324.351434
-99,260,9325.492278
-125,272,9326.700811
-49,77,9327.042295
-116,156,9327.741606
-61,86,9328.126973
-28,54,9328.365857
-137,396,9330.095479
-58.0,182,9330.882896
-19,45,9331.07849
-42,191,9331.91704
-34,45,9332.117399
-20.0,103,9332.56237
-203.0,275,9333.790426
-29,94,9334.202278
-21,113,9334.691486
