#{"t_start": 1693081991.9941504, "env_id": "gym_examples/Schedule-v0"}
r,l,t
-102.0,88,8737.515616
-45.0,42,8737.58104
-101.0,68,8737.700505
-53.0,40,8737.762403
-49.0,44,8737.830915
-102.0,63,8737.930518
-81.0,79,8738.052116
-128.0,97,8738.205775
-60.0,40,8738.270964
-89.0,67,8738.377582
-165.0,125,8738.576728
-49.0,49,8738.654788
-236.0,177,8738.936769
-27.0,21,8738.969937
-115.0,78,8739.09732
-58.0,40,8739.163
-78.0,54,8739.264504
-64.0,51,8739.34901
-178.0,144,8739.586471
-61.0,39,8739.651657
-144.0,93,8739.80471
-126.0,85,8739.945809
-382.0,291,8740.43433
-55.0,55,8740.525621
-43.0,35,8740.582579
-56.0,42,8740.65404
-119.0,90,8740.806092
-98.0,72,8740.941557
-106.0,74,8741.069813
-37.0,25,8741.111402
-71.0,49,8741.195273
-153.0,103,8741.37259
-52.0,38,8741.437943
-55.0,45,8741.515295
-245.0,190,8741.843361
-188.0,148,8742.099892
-151.0,104,8742.280751
-70.0,59,8742.384414
-93.0,94,8742.551755
-94.0,93,8742.73403
-115.0,84,8742.886851
-82.0,61,8742.996657
-159.0,142,8743.257655
-73.0,45,8743.338861
-79.0,79,8743.48182
-155.0,118,8743.700696
-105.0,71,8743.832653
-60.0,45,8743.916746
-27.0,24,8743.959887
-102.0,76,8744.102835
-42.0,25,8744.14835
-117.0,81,8744.300826
-63.0,46,8744.386839
-27.0,28,8744.437685
-47.0,28,8744.489173
-64.0,44,8744.583545
-128.0,88,8744.750496
-46.0,43,8744.831295
-40.0,21,8744.870151
-107.0,95,8745.049932
-66.0,43,8745.131381
-50.0,33,8745.193961
-57.0,36,8745.260669
-67.0,44,8745.343982
-38.0,24,8745.388285
-54.0,43,8745.470974
-45.0,40,8745.547535
-65.0,54,8745.649706
-281.0,143,8745.919124
-154.0,117,8746.139525
-116.0,86,8746.301116
-155.0,126,8746.554521
-123.0,82,8746.712935
-59.0,41,8746.790919
-152.0,119,8747.018422
-49.0,40,8747.09618
-47.0,40,8747.172816
-50.0,39,8747.244916
-100.0,84,8747.404855
-62.0,50,8747.501149
-51.0,40,8747.577364
-26.0,14,8747.603687
-52.0,31,8747.661431
-195.0,138,8747.924215
-59.0,46,8748.012495
-79.0,58,8748.125137
-58.0,59,8748.23716
-104.0,93,8748.445083
-50.0,26,8748.495296
-65.0,45,8748.583187
-301.0,233,8749.032064
-185.0,151,8749.319681
-125.0,93,8749.502241
-263.0,190,8749.874186
-127.0,83,8750.036556
-54.0,34,8750.102799
-269.0,219,8750.545401
-119.0,70,8750.683608
-120.0,80,8750.83973
-58.0,30,8750.897543
-91.0,79,8751.050001
-111.0,79,8751.200228
-84.0,59,8751.313642
-292.0,224,8751.74735
-69.0,49,8751.841174
-59.0,31,8751.901307
-117.0,86,8752.065798
-128.0,98,8752.254425
-49.0,40,8752.34809
-125.0,109,8752.55627
-86.0,71,8752.690022
-64.0,34,8752.755751
-375.0,295,8753.326218
-56.0,49,8753.420718
-84.0,76,8753.564323
-51.0,44,8753.64828
-58.0,47,8753.737297
-65.0,32,8753.799168
-107.0,79,8753.95104
-62.0,43,8754.03287
-60.0,48,8754.124546
-188.0,138,8757.711746
-42.0,35,8757.762257
-64.0,45,8757.82805
-130.0,115,8757.996721
-114.0,85,8758.123765
-104.0,76,8758.237141
-69.0,49,8758.310834
-82.0,52,8758.388588
-246.0,191,8758.678486
-197.0,132,8758.881222
-210.0,138,8759.107622
-46.0,46,8759.177208
-51.0,43,8759.24488
-94.0,88,8759.380874
-27.0,24,8759.417939
-108.0,72,8759.531076
-56.0,41,8759.595445
-58.0,42,8759.662764
-53.0,38,8759.723711
-17.0,14,8759.746696
-198.0,156,8759.996966
-137.0,121,8760.187889
-312.0,240,8760.576421
-191.0,129,8760.803167
-126.0,105,8760.976027
-75.0,53,8761.064533
-46.0,27,8761.109127
-73.0,47,8761.185856
-184.0,154,8761.439698
-152.0,108,8761.620131
-87.0,69,8761.73686
-45.0,38,8761.801818
-79.0,54,8761.890064
-159.0,136,8762.121107
-51.0,38,8762.186357
-51.0,26,8762.229511
-209.0,148,8762.496611
-87.0,63,8762.604975
-247.0,178,8762.913121
-99.0,74,8763.038684
-178.0,129,8763.260657
-37.0,23,8763.300294
-48.0,49,8763.383747
-153.0,104,8763.564965
-64.0,45,8763.643402
-205.0,137,8763.882264
-45.0,26,8763.926861
-94.0,75,8764.061211
-177.0,136,8764.323647
-115.0,88,8764.483247
-139.0,89,8764.644693
-92.0,73,8764.776847
-55.0,49,8764.868238
-288.0,197,8765.229856
-113.0,87,8765.39066
-523.0,179,8765.722069
-201.0,157,8766.030126
-52.0,44,8766.112498
-59.0,42,8766.192406
-61.0,50,8766.286255
-149.0,127,8766.524158
-59.0,37,8766.593203
-43.0,32,8766.651753
-199.0,155,8766.945495
-114.0,85,8767.10616
-97.0,71,8767.238623
-59.0,44,8767.321727
-50.0,36,8767.389713
-103.0,75,8767.530578
-55.0,42,8767.60836
-92.0,87,8767.769079
-409.0,300,8768.355296
-100.0,91,8768.527682
-105.0,79,8768.679712
-48.0,42,8768.759937
-262.0,218,8769.180695
-150.0,122,8769.416857
-51.0,44,8769.50136
-221.0,140,8769.770883
-146.0,120,8770.015932
-58.0,44,8770.102102
-257.0,206,8770.497044
-245.0,174,8770.829787
-73.0,45,8770.916288
-44.0,25,8770.964268
-118.0,97,8771.153312
-55.0,42,8771.232518
-50.0,35,8771.300155
-50.0,33,8771.362254
-79.0,67,8771.489341
-307.0,190,8771.870417
-56.0,43,8771.95405
-63.0,43,8772.038757
-87.0,62,8772.158165
-61.0,47,8772.250677
-84.0,53,8772.354494
-38.0,25,8772.402481
-64.0,46,8772.49253
-258.0,197,8772.877828
-142.0,106,8773.083713
-103.0,60,8773.198112
-194.0,140,8773.463896
-44.0,39,8773.539053
-116.0,75,8773.696707
-77.0,51,8773.795196
-79.0,46,8773.883372
-45.0,32,8773.9429
-68.0,55,8774.049489
-93.0,56,8774.157179
-96.0,77,8774.303812
-130.0,89,8774.475376
-113.0,80,8774.629629
-98.0,72,8774.767762
-57.0,48,8774.861284
-175.0,134,8775.119945
-53.0,38,8775.191808
-37.0,41,8775.266777
-206.0,165,8775.584643
-145.0,94,8779.096818
-118.0,101,8779.244538
-125.0,106,8779.400267
-55.0,44,8779.465039
-56.0,56,8779.544631
-53.0,52,8779.619536
-235.0,181,8779.88529
-44.0,26,8779.922411
-59.0,31,8779.967801
-201.0,166,8780.213292
-104.0,74,8780.32144
-52.0,43,8780.385573
-206.0,167,8780.650854
-51.0,34,8780.70359
-134.0,83,8780.835583
-167.0,133,8781.048667
-98.0,83,8781.184595
-99.0,72,8781.300547
-155.0,109,8781.479617
-218.0,160,8781.741226
-205.0,158,8782.003996
-262.0,193,8782.342998
-27.0,31,8782.394669
-159.0,107,8782.574326
-207.0,143,8782.816619
-52.0,37,8782.878812
-27.0,22,8782.915196
-120.0,95,8783.077187
-160.0,129,8783.297175
-108.0,85,8783.443829
-59.0,47,8783.524531
-110.0,83,8783.666864
-112.0,79,8783.816136
-90.0,75,8783.944267
-58.0,36,8784.00668
-243.0,194,8784.344936
-155.0,119,8784.552132
-105.0,69,8784.679861
-162.0,124,8784.90702
-100.0,66,8785.028121
-827.0,208,8785.413942
-199.0,164,8785.736315
-56.0,51,8785.829626
-145.0,133,8786.075968
-117.0,87,8786.235877
-183.0,135,8786.487785
-147.0,92,8786.659606
-257.0,196,8787.032113
-69.0,58,8787.14053
-145.0,108,8787.347508
-123.0,81,8787.513317
-49.0,36,8787.582194
-106.0,82,8787.736098
-50.0,31,8787.793977
-109.0,78,8787.939694
-65.0,43,8788.021032
-57.0,41,8788.099473
-143.0,110,8788.308436
-49.0,41,8788.386963
-53.0,42,8788.465396
-53.0,45,8788.550112
-68.0,43,8788.631172
-113.0,72,8788.770117
-43.0,40,8788.844039
-787.0,456,8789.734225
-39.0,27,8789.78519
-434.0,320,8790.400177
-121.0,86,8790.564131
-57.0,40,8790.641726
-109.0,75,8790.783241
-57.0,51,8790.87984
-63.0,41,8790.957689
-44.0,27,8791.008745
-118.0,78,8791.158633
-48.0,44,8791.241425
-64.0,53,8791.35614
-52.0,50,8791.452502
-50.0,43,8791.534601
-204.0,150,8791.824625
-85.0,58,8791.935491
-91.0,66,8792.060513
-55.0,47,8792.152061
-38.0,38,8792.223183
-155.0,104,8792.428704
-54.0,46,8792.515995
-102.0,75,8792.656711
-59.0,39,8792.731185
-149.0,119,8792.958167
-345.0,42,8793.039378
-109.0,66,8793.165403
-217.0,69,8793.31281
-51.0,42,8793.394802
-53.0,25,8793.443103
-158.0,119,8793.672548
-135.0,107,8793.878539
-140.0,111,8794.08805
-223.0,183,8794.441397
-50.0,57,8794.550208
-62.0,41,8794.630117
-52.0,41,8794.707779
-50.0,38,8794.780645
-144.0,103,8794.98091
-68.0,54,8795.086011
-70.0,40,8795.16462
-54.0,46,8795.268962
-43.0,26,8795.319036
-91.0,71,8795.456391
-230.0,164,8795.773701
-60.0,43,8795.856685
-74.0,60,8795.970808
-259.0,172,8796.304801
-53.0,42,8796.385795
-51.0,24,8796.431513
-109.0,73,8796.572652
-68.0,61,8796.688687
-94.0,56,8796.79613
-51.0,23,8796.840051
-58.0,61,8796.956062
-51.0,43,8797.039039
-113.0,87,8800.521479
-417.0,325,8801.0065
-51.0,38,8801.062948
-141.0,117,8801.237795
-44.0,25,8801.275311
-276.0,188,8801.559988
-143.0,96,8801.708905
-142.0,100,8801.863809
-401.0,279,8802.312425
-60.0,43,8802.380827
-52.0,35,8802.43671
-58.0,29,8802.482246
-127.0,102,8802.643461
-108.0,68,8802.75115
-61.0,64,8802.852317
-222.0,95,8803.004725
-155.0,134,8803.219781
-67.0,43,8803.288433
-52.0,25,8803.328703
-66.0,56,8803.419241
-126.0,106,8803.605514
-53.0,38,8803.669035
-110.0,62,8803.769609
-102.0,75,8803.89295
-50.0,26,8803.934829
-51.0,37,8803.996267
-59.0,39,8804.060459
-171.0,120,8804.258652
-237.0,134,8804.483782
-67.0,41,8804.552003
-56.0,41,8804.619924
-58.0,38,8804.684891
-352.0,201,8805.02261
-127.0,97,8805.187222
-72.0,54,8805.292528
-68.0,38,8805.358169
-57.0,40,8805.426582
-367.0,275,8805.903238
-99.0,88,8806.056591
-389.0,281,8806.549039
-89.0,62,8806.657692
-92.0,63,8806.76969
-237.0,155,8807.067827
-170.0,118,8807.284383
-209.0,175,8807.609452
-141.0,100,8807.795858
-66.0,45,8807.878847
-53.0,34,8807.94086
-306.0,249,8808.406716
-45.0,24,8808.450722
-51.0,39,8808.521909
-106.0,75,8808.662333
-143.0,98,8808.845366
-53.0,29,8808.914067
-262.0,202,8809.297694
-63.0,51,8809.392254
-64.0,43,8809.473977
-74.0,46,8809.560293
-131.0,100,8809.749208
-135.0,101,8809.940751
-52.0,46,8810.024305
-117.0,75,8810.166102
-66.0,42,8810.246768
-129.0,101,8810.439413
-65.0,57,8810.547348
-100.0,76,8810.69304
-156.0,111,8810.919267
-121.0,97,8811.105305
-134.0,107,8811.312896
-57.0,40,8811.390831
-53.0,37,8811.461329
-69.0,50,8811.556852
-148.0,53,8811.659159
-69.0,34,8811.723554
-46.0,39,8811.798061
-242.0,199,8812.184525
-58.0,39,8812.261639
-75.0,57,8812.369718
-113.0,100,8812.562203
-63.0,38,8812.634933
-71.0,58,8812.760051
-48.0,39,8812.834913
-38.0,28,8812.887432
-128.0,87,8813.052237
-115.0,84,8813.212769
-51.0,39,8813.28776
-451.0,327,8813.915747
-96.0,93,8814.094799
-174.0,130,8814.349263
-48.0,34,8814.415525
-234.0,154,8814.72824
-57.0,47,8814.819967
-59.0,49,8814.916723
-98.0,66,8815.043216
-50.0,33,8815.107891
-323.0,242,8815.573069
-163.0,138,8815.837113
-216.0,156,8816.141342
-92.0,66,8816.269336
-172.0,120,8816.501659
-84.0,71,8816.652392
-142.0,104,8816.853672
-51.0,46,8816.942028
-98.0,68,8817.0746
-62.0,48,8817.166846
-53.0,38,8817.241266
-56.0,36,8817.311532
-114.0,90,8817.486526
-52.0,37,8817.557954
-62.0,44,8817.64372
-54.0,33,8817.707761
-183.0,121,8817.940534
-132.0,94,8818.12434
-105.0,100,8818.312877
-126.0,98,8818.50182
-57.0,44,8821.950352
-47.0,36,8822.00368
-36.0,27,8822.042638
-14.0,11,8822.058613
-60.0,46,8822.125937
-44.0,35,8822.175711
-54.0,40,8822.234541
-203.0,65,8822.329509
-116.0,87,8822.457856
-95.0,83,8822.578396
-38.0,43,8822.640727
-51.0,25,8822.677582
-66.0,59,8822.765283
-70.0,48,8822.837874
-56.0,42,8822.901969
-51.0,36,8822.95624
-84.0,70,8823.062849
-65.0,53,8823.143599
-163.0,96,8823.288872
-78.0,50,8823.366534
-59.0,42,8823.445984
-62.0,45,8823.51557
-46.0,38,8823.574315
-116.0,79,8823.697569
-156.0,113,8823.874405
-221.0,162,8824.129058
-44.0,34,8824.182017
-303.0,236,8824.554904
-159.0,117,8824.743321
-104.0,85,8824.880098
-72.0,58,8824.974415
-68.0,54,8825.075346
-53.0,48,8825.155723
-125.0,94,8825.311348
-183.0,130,8825.527482
-53.0,38,8825.591372
-165.0,128,8825.803209
-103.0,88,8825.949696
-80.0,64,8826.056377
-105.0,61,8826.159359
-116.0,77,8826.288916
-55.0,43,8826.361819
-94.0,63,8826.468454
-105.0,77,8826.599217
-60.0,42,8826.670892
-160.0,116,8826.882769
-50.0,32,8826.938599
-143.0,115,8827.1367
-447.0,317,8827.689023
-53.0,39,8827.757811
-63.0,41,8827.828795
-157.0,120,8828.034691
-141.0,106,8828.218722
-69.0,54,8828.312117
-54.0,39,8828.383421
-138.0,95,8828.570302
-60.0,56,8828.672896
-84.0,61,8828.782429
-118.0,82,8828.932773
-328.0,230,8829.361063
-84.0,77,8829.502646
-50.0,35,8829.567411
-68.0,35,8829.632568
-201.0,175,8829.956349
-43.0,26,8830.004277
-58.0,59,8830.112411
-38.0,31,8830.168162
-61.0,44,8830.250148
-745.0,359,8830.949214
-52.0,39,8831.024106
-141.0,114,8831.236411
-65.0,47,8831.326544
-53.0,41,8831.402917
-155.0,122,8831.630601
-56.0,30,8831.68605
-60.0,47,8831.774998
-571.0,424,8832.603001
-113.0,78,8832.753902
-66.0,38,8832.826356
-48.0,38,8832.897695
-49.0,52,8832.996421
-100.0,76,8833.140991
-78.0,55,8833.245304
-165.0,120,8833.477636
-111.0,66,8833.603892
-52.0,25,8833.651131
-65.0,37,8833.721371
-96.0,65,8833.846221
-53.0,42,8833.925351
-69.0,62,8834.043654
-123.0,86,8834.223157
-59.0,40,8834.301005
-141.0,115,8834.523524
-52.0,38,8834.596868
-56.0,30,8834.654668
-59.0,48,8834.747255
-134.0,88,8834.915206
-55.0,38,8834.986669
-60.0,41,8835.064759
-45.0,46,8835.149758
-56.0,44,8835.235069
-79.0,47,8835.325588
-45.0,26,8835.375859
-96.0,63,8835.496616
-242.0,175,8835.830513
-107.0,71,8835.968079
-83.0,60,8836.082932
-58.0,44,8836.18157
-272.0,236,8836.638551
-89.0,66,8836.767
-148.0,104,8836.96676
-118.0,84,8837.130619
-143.0,108,8837.339583
-247.0,182,8837.691657
-45.0,62,8837.808662
-50.0,39,8837.883101
-57.0,43,8837.962955
-52.0,40,8838.055533
-52.0,42,8838.138024
-139.0,122,8838.371306
-401.0,294,8838.943565
-53.0,38,8839.01897
-100.0,66,8839.149215
-59.0,45,8839.237629
-181.0,122,8839.480767
-132.0,92,8839.661051
-88.0,62,8839.78085
-57.0,52,8839.87963
-152.0,116,8843.465195
-27.0,26,8843.501913
-46.0,50,8843.574967
-58.0,48,8843.642689
-151.0,99,8843.78825
-148.0,52,8843.864053
-277.0,223,8844.1998
-57.0,49,8844.274194
-52.0,35,8844.326356
-80.0,63,8844.424787
-109.0,89,8844.561655
-55.0,39,8844.622301
-93.0,66,8844.723101
-64.0,36,8844.778258
-381.0,250,8845.182199
-44.0,29,8845.227544
-168.0,126,8845.426525
-46.0,44,8845.495753
-141.0,103,8845.660757
-51.0,56,8845.746442
-52.0,39,8845.808331
-345.0,284,8846.270357
-42.0,30,8846.318131
-209.0,171,8846.614525
-190.0,148,8846.862325
-184.0,138,8847.090539
-96.0,79,8847.22366
-102.0,86,8847.367778
-29.0,19,8847.398862
-55.0,50,8847.480393
-73.0,54,8847.571104
-52.0,41,8847.639554
-546.0,44,8847.715112
-171.0,107,8847.896904
-119.0,88,8848.044036
-61.0,46,8848.123173
-64.0,55,8848.231692
-208.0,156,8848.502168
-75.0,59,8848.604535
-65.0,46,8848.684296
-50.0,29,8848.734675
-54.0,38,8848.799438
-623.0,472,8849.626199
-114.0,73,8849.762144
-58.0,49,8849.849534
-50.0,36,8849.915037
-27.0,29,8849.979997
-93.0,73,8850.114676
-62.0,44,8850.197251
-62.0,28,8850.249471
-56.0,44,8850.330702
-199.0,153,8850.615735
-345.0,277,8851.134
-84.0,65,8851.252595
-148.0,118,8851.46973
-380.0,299,8852.047737
-115.0,106,8852.247596
-59.0,39,8852.321127
-227.0,178,8852.659138
-79.0,59,8852.769031
-28.0,22,8852.810602
-126.0,84,8852.970876
-37.0,32,8853.029866
-62.0,37,8853.100691
-97.0,85,8853.26001
-95.0,80,8853.409333
-59.0,44,8853.492905
-641.0,43,8853.575045
-250.0,173,8853.923307
-27.0,22,8853.965931
-297.0,205,8854.360666
-57.0,40,8854.438767
-127.0,90,8854.611676
-59.0,40,8854.687397
-94.0,78,8854.839236
-90.0,61,8854.955098
-75.0,56,8855.062557
-60.0,55,8855.165948
-119.0,88,8855.334451
-71.0,52,8855.434188
-62.0,51,8855.53331
-176.0,117,8855.77247
-126.0,100,8855.963183
-326.0,252,8856.449831
-53.0,50,8856.544
-159.0,120,8856.775268
-76.0,38,8856.848662
-54.0,43,8856.933353
-161.0,116,8857.162384
-162.0,126,8857.408434
-119.0,82,8857.570081
-44.0,36,8857.653602
-94.0,64,8857.77877
-65.0,56,8857.888316
-105.0,83,8858.051162
-129.0,93,8858.230604
-57.0,57,8858.341208
-53.0,33,8858.406582
-38.0,28,8858.459195
-56.0,42,8858.540071
-51.0,43,8858.621463
-162.0,127,8858.865402
-67.0,41,8858.946059
-155.0,116,8859.175734
-173.0,121,8859.413357
-78.0,44,8859.498115
-161.0,134,8859.768961
-62.0,38,8859.843232
-88.0,62,8859.961965
-89.0,66,8860.088385
-61.0,38,8860.161726
-43.0,36,8860.230593
-128.0,86,8860.397544
-60.0,47,8860.487834
-91.0,64,8860.609911
-56.0,38,8860.685391
-59.0,36,8860.757393
-144.0,89,8860.93236
-126.0,77,8861.08274
-64.0,44,8861.166651
-51.0,39,8861.241388
-63.0,49,8861.335132
-238.0,183,8865.039755
-58.0,49,8865.111616
-51.0,38,8865.168405
-77.0,57,8865.253991
-102.0,81,8865.375583
-59.0,46,8865.443167
-98.0,70,8865.546168
-49.0,47,8865.617207
-145.0,126,8865.806599
-44.0,52,8865.883027
-71.0,56,8865.968174
-81.0,65,8866.068832
-44.0,55,8866.150549
-65.0,62,8866.244977
-203.0,131,8866.462375
-78.0,65,8866.563619
-51.0,44,8866.631776
-96.0,84,8866.762241
-121.0,89,8866.901432
-164.0,127,8867.105046
-46.0,30,8867.151679
-71.0,37,8867.212053
-88.0,63,8867.311319
-470.0,297,8867.790138
-118.0,79,8867.919322
-43.0,38,8867.980897
-61.0,40,8868.061236
-64.0,53,8868.14869
-119.0,68,8868.261771
-44.0,31,8868.311848
-59.0,50,8868.392707
-59.0,47,8868.469621
-78.0,46,8868.545772
-67.0,66,8868.650553
-238.0,111,8868.834896
-124.0,113,8869.023797
-57.0,43,8869.095434
-61.0,31,8869.148575
-94.0,72,8869.271433
-114.0,102,8869.447245
-62.0,52,8869.53533
-195.0,121,8869.757376
-42.0,26,8869.802041
-59.0,34,8869.860389
-48.0,34,8869.917919
-310.0,149,8870.176726
-118.0,89,8870.330223
-52.0,36,8870.393239
-43.0,31,8870.446275
-58.0,34,8870.505329
-180.0,148,8870.761129
-212.0,156,8871.036705
-65.0,34,8871.097002
-51.0,67,8871.213713
-119.0,95,8871.386632
-47.0,36,8871.454397
-149.0,114,8871.675319
-149.0,123,8871.899329
-44.0,24,8871.943152
-86.0,62,8872.057812
-55.0,41,8872.134567
-645.0,266,8872.637424
-141.0,121,8872.870384
-131.0,84,8873.026875
-54.0,43,8873.108429
-307.0,224,8873.545621
-91.0,61,8873.661241
-48.0,38,8873.732367
-46.0,46,8873.817525
-211.0,171,8874.137856
-52.0,60,8874.249049
-55.0,50,8874.343707
-51.0,33,8874.406184
-281.0,214,8874.810958
-73.0,48,8874.900499
-173.0,121,8875.12876
-263.0,218,8875.562816
-457.0,333,8876.204129
-283.0,209,8876.612725
-192.0,153,8876.90973
-109.0,99,8877.098086
-51.0,35,8877.163058
-95.0,68,8877.30678
-192.0,161,8877.617093
-66.0,46,8877.705525
-276.0,196,8878.082309
-152.0,122,8878.325742
-175.0,132,8878.584468
-50.0,48,8878.677887
-227.0,192,8879.052095
-92.0,70,8879.203336
-47.0,36,8879.27265
-53.0,39,8879.348521
-64.0,49,8879.445282
-108.0,79,8879.601261
-56.0,55,8879.708406
-130.0,105,8879.914466
-150.0,120,8880.149318
-175.0,112,8880.371088
-450.0,352,8881.064201
-61.0,50,8881.175562
-38.0,25,8881.223512
-102.0,64,8881.3475
-123.0,81,8881.506696
-68.0,35,8881.575781
-136.0,92,8881.752582
-80.0,43,8881.834617
-48.0,52,8881.931442
-75.0,54,8882.034518
-50.0,43,8882.117758
-62.0,46,8882.205377
-45.0,37,8882.275527
-67.0,50,8882.371439
-145.0,111,8882.586157
-98.0,79,8882.737109
-95.0,67,8882.864874
-127.0,89,8883.034854
-46.0,31,8886.447661
-135.0,101,8886.597935
-150.0,106,8886.753718
-58.0,45,8886.820613
-51.0,26,8886.858384
-140.0,101,8887.008888
-586.0,429,8887.65814
-65.0,47,8887.730611
-67.0,43,8887.797192
-89.0,74,8887.910277
-47.0,43,8887.990819
-156.0,117,8888.172844
-164.0,135,8888.385743
-60.0,47,8888.459764
-123.0,94,8888.60926
-144.0,101,8888.770942
-142.0,112,8888.95055
-121.0,85,8889.08435
-44.0,31,8889.134406
-139.0,108,8889.309877
-137.0,91,8889.458587
-126.0,94,8889.625738
-47.0,32,8889.677243
-99.0,90,8889.825436
-49.0,35,8889.882936
-99.0,63,8889.985541
-166.0,112,8890.17222
-49.0,36,8890.232383
-79.0,79,8890.360356
-143.0,114,8890.551053
-43.0,26,8890.594213
-73.0,42,8890.666316
-54.0,39,8890.733045
-93.0,63,8890.839304
-52.0,28,8890.885574
-90.0,61,8890.988846
-44.0,39,8891.054487
-46.0,40,8891.122031
-477.0,305,8891.659032
-50.0,40,8891.726926
-106.0,68,8891.84455
-129.0,123,8892.056435
-150.0,117,8892.261791
-45.0,42,8892.33425
-58.0,38,8892.399868
-156.0,129,8892.626128
-64.0,45,8892.70558
-56.0,49,8892.795611
-204.0,138,8893.061243
-127.0,102,8893.248107
-66.0,39,8893.318841
-76.0,61,8893.43049
-111.0,71,8893.56174
-104.0,81,8893.710588
-65.0,39,8893.784953
-171.0,110,8893.98999
-101.0,66,8894.112039
-145.0,121,8894.339055
-116.0,94,8894.510735
-530.0,359,8895.20432
-112.0,67,8895.331004
-59.0,37,8895.400634
-44.0,29,8895.454303
-231.0,172,8895.781308
-53.0,50,8895.873473
-50.0,39,8895.946958
-47.0,35,8896.014029
-48.0,40,8896.089033
-126.0,104,8896.28775
-261.0,169,8896.608978
-410.0,279,8897.161459
-71.0,44,8897.246673
-51.0,37,8897.317346
-52.0,48,8897.408892
-426.0,186,8897.765102
-145.0,97,8897.9532
-269.0,124,8898.191618
-66.0,46,8898.280802
-112.0,88,8898.449536
-71.0,49,8898.541748
-58.0,52,8898.640794
-552.0,433,8899.490202
-108.0,100,8899.683593
-67.0,47,8899.775307
-210.0,152,8900.071208
-425.0,327,8900.719635
-810.0,219,8901.145569
-51.0,38,8901.219423
-119.0,86,8901.38533
-172.0,116,8901.610268
-42.0,25,8901.657501
-268.0,216,8902.075162
-75.0,50,8902.170245
-141.0,99,8902.36329
-96.0,59,8902.478315
-58.0,45,8902.56743
-52.0,55,8902.687747
-86.0,65,8902.814713
-306.0,239,8903.286886
-86.0,65,8903.413106
-129.0,81,8903.571229
-217.0,170,8903.90154
-50.0,42,8903.984623
-436.0,330,8907.996764
-58.0,36,8908.051724
-23.0,16,8908.074487
-95.0,71,8908.177544
-50.0,30,8908.220801
-146.0,110,8908.381286
-45.0,43,8908.443684
-109.0,82,8908.563408
-432.0,196,8908.849739
-110.0,79,8908.966332
-208.0,182,8909.234265
-161.0,129,8909.423327
-55.0,40,8909.49649
-59.0,31,8909.544114
-153.0,123,8909.736186
-55.0,38,8909.797888
-51.0,49,8909.876301
-37.0,25,8909.915377
-273.0,198,8910.240401
-322.0,249,8910.646955
-542.0,43,8910.717894
-53.0,43,8910.789128
-137.0,96,8910.948465
-65.0,47,8911.026951
-152.0,117,8911.236385
-48.0,45,8911.311518
-221.0,159,8911.576974
-71.0,54,8911.66696
-263.0,195,8911.997231
-63.0,33,8912.053112
-46.0,34,8912.111342
-181.0,146,8912.359683
-115.0,74,8912.485454
-90.0,52,8912.576619
-57.0,33,8912.633363
-83.0,70,8912.753007
-137.0,101,8912.941314
-244.0,184,8913.262568
-72.0,44,8913.340302
-57.0,42,8913.413799
-127.0,85,8913.566085
-113.0,100,8913.746789
-71.0,38,8913.815333
-38.0,24,8913.858181
-96.0,78,8913.998404
-63.0,43,8914.077365
-27.0,21,8914.114457
-164.0,111,8914.321362
-217.0,163,8914.633435
-104.0,77,8914.776487
-170.0,58,8914.883425
-59.0,43,8914.964319
-52.0,33,8915.023931
-108.0,74,8915.161515
-286.0,207,8915.547417
-37.0,26,8915.594469
-187.0,123,8915.825811
-100.0,66,8915.950475
-27.0,33,8916.01054
-92.0,71,8916.143685
-230.0,168,8916.463099
-77.0,49,8916.569997
-146.0,128,8916.813421
-61.0,46,8916.900703
-66.0,65,8917.021248
-295.0,230,8917.462416
-152.0,110,8917.675627
-37.0,24,8917.720639
